site_brom.id,site,trt.name,mu.scalar,k.scalar,intended.mu,intended.k,temporal.block,maxvol,leaf.number,mean.diam,catchment.area,turbidity.initial,oxygen.percent.initial,oxygen.conc.initial,ph.initial,chlorophyll.initial,bacteria.per.ml..initial,amoeba.per.ml.initial,algae.per.ml.initial,ciliates.per.ml.initial,flagellates.per.ml.initial,rotifers.per.ml.initial,leafpack1.species1.mass.initial,leafpack2.species1.mass.initial,leafpack1.species2.mass.initial,leafpack2.species2.mass.initial,co2.final,methane.final,turbidity.final,oxygen.percent.final,oxygen.conc.final,ph.final,chlorophyll.final,bacteria.per.ml.final,amoeba.per.ml.final,algae.per.ml.final,ciliates.per.ml.final,flagellates.per.ml.final,rotifers.per.ml.final,leafpack1.species1.mass.final,leafpack2.species1.mass.final,leafpack1.species2.mass.final,leafpack2.species2.mass.final,water.volume.final,fpom.final,n15.bromeliad.final,final.bromeliad.percentn,final.bromeliad.percentc,species1,species2,decomp,sample_size_species,mean.depth,max.depth,min.depth,amplitude,net_fluc,tot_fluc,sd.depth,cv.depth,wetness,prop.overflow.days,prop.driedout.days,long_dry,long_wet,n_driedout,n_overflow,last_dry,last_wet,NA_NA_total_abundance,NA_NA_total_biomass,NA_NA_total_taxa,predator_engulfer_total_abundance,predator_engulfer_total_biomass,predator_engulfer_total_taxa,predator_piercer_total_abundance,predator_piercer_total_biomass,predator_piercer_total_taxa,prey_filter.feeder_total_abundance,prey_filter.feeder_total_biomass,prey_filter.feeder_total_taxa,prey_gatherer_total_abundance,prey_gatherer_total_biomass,prey_gatherer_total_taxa,prey_piercer_total_abundance,prey_piercer_total_biomass,prey_piercer_total_taxa,prey_scraper_total_abundance,prey_scraper_total_biomass,prey_scraper_total_taxa,prey_shredder_total_abundance,prey_shredder_total_biomass,prey_shredder_total_taxa,predator_biomass,prey_biomass,predator_abundance,prey_abundance,Coleoptera_bio,Diptera_bio,Ephemeroptera_bio,Haplotaxida_bio,Lepidoptera_bio,Odonata_bio,ord_NA_bio,Podocopida_bio,Trichoptera_bio,Hirudinea_bio,Neoptera_bio,Oligochaeta_bio,Palaeoptera_bio,Podocopa_bio,subclass_NA_bio,Aeolosomatidae_bio,Anisopodidae_bio,Calamoceratidae_bio,Candonidae_bio,Cecidomyiidae_bio,Ceratopogonidae_bio,Chironomidae_bio,Coenagrionidae_bio,Corethrellidae_bio,Culicidae_bio,Curculionidae_bio,Dolichopodidae_bio,Dytiscidae_bio,Elateridae_bio,Elmidae_bio,Empididae_bio,Enchytraeoidae_bio,Ephydridae_bio,family_NA_bio,Hydrophilidae_bio,Lampyridae_bio,Limnocytheridae_bio,Limoniidae_bio,Muscidae_bio,Naididae_bio,Periscelididae_bio,Phoridae_bio,Pseudostigmatidae_bio,Psychodidae_bio,Ptilodactylidae_bio,Scatopsidae_bio,Sciaridae_bio,Scirtidae_bio,Sphaeroceridae_bio,Stratiomyidae_bio,Syrphidae_bio,Tabanidae_bio,Tipulidae_bio,Anophelinae_bio,Calamoceratinae_bio,Candoninae_bio,Ceratopogoninae_bio,Chioneinae_bio,Chironominae_bio,Copelatinae_bio,Corethrellinae_bio,Culicinae_bio,Dasyheleniae_bio,Eristalinae_bio,Forcipomyiinae_bio,Hermetiinae_bio,Limoniinae_bio,Naidinae_bio,Orthocladiinae_bio,Pristininae_bio,Psychodinae_bio,Sphaeridiinae_bio,subfamily_NA_bio,Tabaninae_bio,Tanypodinae_bio,Timiriaseviinae_bio,Tipulinae_bio,Aelosoma_bio,Anopheles_bio,Atrichopogon_bio,Aulophorus_bio,Bezzia_bio,Bromeliagrion_bio,Candonopsis_bio,Cheilotrichia_bio,Chironomus_bio,Contacyphon_bio,Copelatus_bio,Corethrella_bio,Corynoneura_bio,Culex_bio,Culicoides_bio,Dero_bio,Elpidium_bio,Eristalis_bio,Forcipomyia_bio,genus_NA_bio,Haemagogus_bio,Harnischia_bio,Hermetia_bio,Larsia_bio,Leptagrion_bio,Limnophyes_bio,Mecistogaster_bio,Monopelopia_bio,Pericoma_bio,Phylloicus_bio,Polypedilum_bio,Pristina_bio,Sphaeromias_bio,Stenochironomus_bio,Stibasoma_bio,Stilobezzia_bio,Tanytarsus_bio,Tipula_bio,Toxorhynchites_bio,Trentepohlia_bio,Wyeomyia_bio,cv_max_temp,cv_mean_temp,cv_min_temp,max_temp,mean_temp,min_temp,sd_max_temp,sd_mean_temp,sd_min_temp
cardoso_DEC25,cardoso,mu0.6k0.5,0.6,0.5,4.53,0.1,b,990,33,82,NA,39.78,NA,NA,5.4,-4.53696,353175.52928509243,NA,NA,NA,NA,NA,219.5,218.29999999999998,NA,NA,NA,NA,328,NA,NA,4.666666666666667,100.6332,9840754.52053462,NA,NA,NA,NA,NA,166.8,168.8,NA,NA,697,396.0000000000007,2.929762928577384,0.5573545551045325,NA,0.2334216460389194,NA,0.2334216460389194,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,123,23.319183543357187,6,162,7.3921794871794875,4,20,2.415073529411765,2,204,7.667706911232229,14,2,0.1866666666666666,1,47,20.746843177189408,2,3,1.325087719298246,2,30.711363030536674,32.34137800379832,285,276,29.053333333333335,15.78264559769436,0,0.9683544303797451,0,4.031564495738122,12.92000000000002,0.0468431771894094,0.25,12.92000000000002,45.0859789310277,0.9683544303797451,4.031564495738122,0.0468431771894094,0,0,0,0.25,0,0.1866666666666666,0.3198717948717946,6.6773268398268435,4.031564495738122,4.214285714285712,2.415073529411765,0,0,2.153333333333334,0,0,0.025,0,0.216,12.92000000000002,6.2,0,0.0468431771894094,1.075087719298246,0,0.9683544303797451,0,0,0,0,0,0,0,20.7,0,0.6533333333333331,0,0,0,0.158823529411765,0.25,0,0.1538461538461536,0,5.155064935064938,1.82,4.214285714285712,2.25625,0,0,0.16602564102564102,0,1.075087719298246,0,0.508928571428572,0,0,6.2,40.03425225945122,0,1.0133333333333336,0.0468431771894094,0,0,0.158823529411765,0.16602564102564102,0,0.1538461538461536,0,0,0,1.5200000000000005,0,1.82,4.214285714285712,0.4714285714285719,2.25625,0,0,0.0468431771894094,0,0,42.240187763713095,0,0,0,0,4.031564495738122,0,0,1.0133333333333336,0,0.25,3.582683982683985,0,0,0,0,0,0.052380952380952354,0,0,1.075087719298246,0,9.225760840996951,9.920473811454055,12.660406338098747,23.955223880597014,21.194292958208955,18.888059701492537,2.2100516641492693,2.1025742824419704,2.3913051075916365
cardoso_DEC03,cardoso,mu0.8k0.5,0.8,0.5,6.05,0.1,b,890,30,109,NA,35.86,NA,NA,5,-5.6569199999999995,288961.7966878029,NA,NA,NA,NA,NA,219.4,218.6,NA,NA,NA,NA,576.4,NA,NA,5,281.52,6244785.495086406,NA,NA,NA,NA,NA,174.2,168.7,NA,NA,611,297.91666666666646,7.465787878347285,0.6068457126981935,NA,0.21714361132957644,NA,0.21714361132957644,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.17088607594936678,1,44,11.111780799531758,5,149,1.0242307692307697,3,20,2.4551470588235302,2,260,8.46240921426551,15,0,0,0,30,13.09684317718941,3,7,3.475263157894738,2,12.136011568762527,27.489662608173187,193,317,13.049999999999999,14.77102850039538,0,1.2531645569620231,0,3.4546379423888904,6.970886075949377,0.0468431771894094,0.25,6.80000000000001,28.07102850039538,1.2531645569620231,3.4546379423888904,0.0468431771894094,0.17088607594936678,0,0,0.25,0,0,0.11833333333333332,7.622808759867588,3.4546379423888904,0.8571428571428568,2.4551470588235302,0,0,0,0,0,0.025,0,0.264,6.970886075949377,0,0,0.0468431771894094,3.225263157894738,0,1.2531645569620231,0,0,0,0,0,0,0.11,13.049999999999999,0,0.0933333333333333,0,0,0,0,0.25,0,0.0192307692307692,0,6.054713521772349,0,0.8571428571428568,2.4551470588235302,0,0,0.09910256410256411,0,3.225263157894738,0,0.5880952380952387,0,0,0,25.221021908633624,0,0.9800000000000004,0.0468431771894094,0,0,0,0.09910256410256411,0,0.0192307692307692,0,0,0,0.10857142857142861,0,0,0.8571428571428568,0.4714285714285719,2.1375,0,0,0.0468431771894094,0,0,21.8830506329114,0,0,0,0,3.4546379423888904,0,0,0.9800000000000004,0,0.25,5.868831168831173,0,0,0.0058823529411764705,0,0,0.0714285714285714,0,0,3.225263157894738,0.31764705882353,9.62507547072568,10.028173974174056,13.27470250507077,23.888059701492537,21.00734309238806,18.53731343283582,2.299243774760664,2.1066529126563105,2.4607732106414772
cardoso_DEC12,cardoso,mu1k0.5,1,0.5,7.56,0.1,b,1200,33,87,NA,44.73,NA,NA,5.4,-2.74584,971232.7055340041,NA,NA,NA,NA,NA,222.8,198.8,NA,NA,NA,NA,206.5,NA,NA,4.766666666666667,40.7388,642137.3259728953,NA,NA,NA,NA,NA,168.5,128.6,NA,NA,547,417.9999999999997,0.7373038974964885,0.6396222560437387,NA,0.2984175248980418,NA,0.2984175248980418,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0569620253164556,1,12,1.3580952380952391,3,213,1.5001282051282059,3,4,0.475,1,212,6.280541241458967,12,0,0,0,165,39.57851323828921,3,2,0.787543859649123,2,2.8582234432234452,47.1215983393973,225,383,35.88333333333334,9.136793776399044,0,0.2278481012658224,0,0,0.5102953586497896,4.028513238289208,0.25,0.45333333333333403,45.270127109732385,0.2278481012658224,0,4.028513238289208,0.0569620253164556,0,0,0.25,0,0,0.1669230769230769,6.5908982683982735,0,0.5714285714285712,0.475,0,0,0.33333333333333404,0,0,0.07500000000000001,0,0.7200000000000001,0.5102953586497896,0,0,4.028513238289208,0.537543859649123,0,0.2278481012658224,0,0,0,0,0,0,0,35.550000000000004,0,0,0,0,0,0,0.25,0,0.0384615384615384,0,4.4369696969697,0,0.5714285714285712,0.475,0,0,0.1284615384615385,0,0.537543859649123,0,0.7672619047619056,0,0,0,37.416476793248954,0,1.3866666666666674,4.028513238289208,0,0,0,0.1284615384615385,0,0.0384615384615384,0,0,0,0.32571428571428584,0,0,0.5714285714285712,0.6714285714285722,0.475,0,0,4.028513238289208,0,0,37.512310126582285,0,0,0,0,0,0,0,1.3866666666666674,0,0.25,4.0922077922077955,0,0,0,0,0,0.01904761904761904,0,0,0.537543859649123,0,9.192772715083715,9.810180608744243,12.90262431219586,24.19402985074627,21.170804630447762,18.69402985074627,2.2241021747986123,2.0768941705713146,2.4120204404515393
cardoso_DEC38,cardoso,mu0.6k1,0.6,1,4.53,0.19,b,1180,41,98,NA,43.82,NA,NA,5.5,-3.81684,850831.9569140861,NA,NA,NA,NA,NA,167.8,213.79999999999998,NA,NA,NA,NA,213,NA,NA,5,71.604,2600656.170190226,NA,NA,NA,NA,NA,127.8,160.6,NA,NA,609,775.0000000000006,0.03874989180263633,0.408764096456256,NA,0.24360485276360228,NA,0.24360485276360228,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0569620253164556,1,35,7.563435241978747,6,192,29.99025641025641,4,15,1.78125,3,177,2.8957989833447764,11,0,0,0,42,18.9,2,9,4.837894736842107,1,37.55369165223516,28.41494372018688,227,243,20.72,41.092903566248,0,0.6265822784810116,0,3.5291495276930345,0.0569620253164556,0,0,0,61.812903566247996,0.6265822784810116,3.5291495276930345,0,0.0569620253164556,0,0,0,0,0,0.09358974358974347,3.3653119429590035,3.5291495276930345,2.214285714285713,1.78125,0,0,1.82,0,0,0.1,0,0.07200000000000001,0.0569620253164556,0,0,0,4.837894736842107,0,0.6265822784810116,0,0,0,0.028571428571428602,0,0,0,18.9,0,0,0,28.6,0,0,0,0,0.0769230769230768,0,1.6710262286732882,1.82,2.214285714285713,1.78125,0,0,0.01666666666666666,0,4.837894736842107,0,0.48095238095238146,0,0,0,51.913265260061934,0,1.2133333333333338,0,0,0,0,0.01666666666666666,0,0.0769230769230768,0,0,0,0.4885714285714287,0,1.82,2.214285714285713,0.41428571428571476,1.78125,0,0,0,0,0,48.45078239903556,0,0,0,0,3.5291495276930345,0,0,1.2133333333333338,0,0,0.7510822510822518,0,0,0.06470588235294117,0,0,0.36666666666666653,0,0,4.837894736842107,0,8.696790096106914,9.85994611046621,12.468572692298524,23.149253731343283,20.758228090149252,18.634328358208954,2.013242005830123,2.0467501031763753,2.3234347770648816
cardoso_DEC08,cardoso,mu0.8k1,0.8,1,6.05,0.19,b,960,32,85,NA,40.38,NA,NA,5,-5.09796,321068.6629864476,NA,NA,NA,NA,NA,205.9,203,NA,NA,NA,NA,200.7,NA,NA,4.933333333333333,21.134399999999996,8936411.119789459,NA,NA,NA,NA,NA,158.6,161.8,NA,NA,392,549.9999999999997,6.155272293353109,0.46818394609394154,NA,0.2163394158051759,NA,0.2163394158051759,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.39873417721518917,1,19,5.029604162416105,3,97,0.9185897435897437,4,19,2.3363970588235303,2,158,3.758292107867314,11,0,0,0,54,23.89684317718941,2,11,5.9129824561403534,2,5.948193906005849,35.90451480002061,116,242,24.116666666666667,13.2711076593685,0,0.6265822784810116,0,3.7915089243208673,0.39873417721518917,0.0468431771894094,0,0,37.38777432603517,0.6265822784810116,3.7915089243208673,0.0468431771894094,0.39873417721518917,0,0,0,0,0,0.1019230769230768,3.544043162719636,3.7915089243208673,1.0714285714285707,2.3363970588235303,0,0,0.16666666666666702,0,0,0.175,0,0.1293333333333333,0.39873417721518917,0,0.1,0.0468431771894094,3.225263157894738,0,0.6265822784810116,0,0,0,0,0,0,0,23.85,0,0,0,0,2.687719298245615,0.31764705882353,0,0,0.0769230769230768,0,2.3548764960529684,0,1.0714285714285707,2.0187500000000003,0,0,0.02499999999999999,0,3.225263157894738,0,0.6225000000000006,0,0,0,31.925544678262685,0,0.5666666666666669,0.0468431771894094,0,0,0.31764705882353,0.02499999999999999,0,0.0769230769230768,0,0,0,0,0,0,1.0714285714285707,0.5571428571428577,2.0187500000000003,0,0,0.0468431771894094,0,0,28.196535753941816,0,0,0,0,3.7915089243208673,0.0028571428571428597,0,0.5666666666666669,0,0,2.199134199134201,0,0,0.01764705882352941,0,0,0.13809523809523802,0,0,3.225263157894738,0,8.938236228037413,10.328402816333409,13.594238631285926,23.350746268656717,20.571349980895523,18.186567164179106,2.087144862502169,2.1246918907846153,2.4723253391375972
cardoso_DEC49,cardoso,mu1.5k1,1.5,1,11.33,0.19,b,1080,35,94,NA,36.33,NA,NA,5.4,-3.24972,754511.358018152,NA,NA,NA,NA,NA,158.29999999999998,207.2,NA,NA,NA,NA,137.5,NA,NA,5.3999999999999995,25.2552,497656.4276289938,NA,NA,NA,NA,NA,119.7,163.70000000000002,NA,NA,480,395.99999999999983,4.130892603873226,0.6830723203312425,NA,0.22689144676668355,NA,0.22689144676668355,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,19,4.692350162438737,4,115,0.8158974358974362,3,28,3.3249999999999997,2,113,3.50232804537235,12,0,0,0,74,33.3,2,3,1.0375438596491229,2,5.508247598336173,41.16487190502147,134,218,33.46666666666666,8.825434802040066,0,0.569620253164556,0,3.3113977814863564,0,0,0.5,0,42.79210146870673,0.569620253164556,3.3113977814863564,0,0,0,0,0.5,0,0,0.0192307692307692,3.360898268398271,3.3113977814863564,1.2142857142857135,3.3249999999999997,0,0,0.16666666666666702,0,0,0.05,0,0.168,0,0,0,0,0.537543859649123,0,0.569620253164556,0,0,0,0.057142857142857204,0,0,0,33.3,0,0.0933333333333333,0,0,0,0,0.5,0,0.0192307692307692,0,2.025541125541127,0,1.2142857142857135,3.3249999999999997,0,0,0,0,0.537543859649123,0,0.5886904761904769,0,0,0,37.71616089179377,0,0.746666666666667,0,0,0,0,0,0,0.0192307692307692,0,0,0,0.8142857142857145,0,0,1.2142857142857135,0.5428571428571435,3.3249999999999997,0,0,0,0,0,34.45059644364074,0,0,0,0,3.3113977814863564,0,0,0.746666666666667,0,0.5,1.2064935064935076,0,0,0,0,0,0.00476190476190476,0,0,0.537543859649123,0,8.919883226574473,10.080427328828272,13.647294833599624,23.5,20.68563432791045,18.208955223880597,2.0961725582450015,2.0852003359321674,2.4850298055211257
cardoso_DEC13,cardoso,mu2k1,2,1,15.11,0.19,b,1180,33,78,NA,41.24,NA,NA,5.2,3.09672,537790.0105022999,NA,NA,NA,NA,NA,179.79999999999998,210.29999999999998,NA,NA,NA,NA,264.1,NA,NA,5.233333333333333,92.2284,7151804.468023121,NA,NA,NA,NA,NA,140.8,155.20000000000002,NA,NA,423,1171.739130434783,4.565231037564121,0.6323259129391573,NA,0.23945716617555182,NA,0.23945716617555182,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,3.6935406386292136,3,71,14.93371794871795,4,8,1.03014705882353,3,179,5.113461225917297,10,0,0,0,45,18.63737270875764,3,10,5.087894736842107,3,18.627258587347164,29.868875730340573,78,242,18.474999999999998,25.702743574279186,0,0.569620253164556,0,3.3113977814863564,0,0.1873727087576376,0.25,0,44.427743574279184,0.569620253164556,3.3113977814863564,0.1873727087576376,0,0,0,0.25,0,0,0.12371794871794854,4.852269544181313,3.3113977814863564,0.357142857142857,1.03014705882353,0,0,0.025,0,0,0.125,0,0.048,0,0,0,0.1873727087576376,4.300350877192984,0,0.569620253164556,0,0,0,0.028571428571428602,0,0,0,18.45,0,0,0,14.3,0.537543859649123,0.31764705882353,0.25,0,0.11538461538461521,0,3.2833409727527396,0,0.357142857142857,0.7125,0,0,0.00833333333333333,0,4.300350877192984,0,1.1755952380952392,0,0,0,37.395133322871466,0,0.39333333333333353,0.1873727087576376,0,0,0.31764705882353,0.00833333333333333,0,0.11538461538461521,0,0,0,1.411428571428572,0,0,0.357142857142857,1.1714285714285726,0.7125,0,0,0.1873727087576376,0,0,34.08790220805177,0,0,0,0,3.3113977814863564,0,0,0.39333333333333353,0,0.25,1.8116883116883136,0,0,0.041176470588235294,0,0,0.01904761904761904,0,0,4.300350877192984,0,8.712620104658203,10.289770813960676,13.892464763839616,23.753731343283583,20.808481630149252,18.34328358208955,2.0695723726214226,2.1411450696074663,2.5483342081729683
cardoso_DEC15,cardoso,mu3k2,3,2,22.67,0.39,b,852,25,85,NA,46.8,NA,NA,5,4.2942,1765877.6464254619,NA,NA,NA,NA,NA,268,207.5,NA,NA,NA,NA,84.99,NA,NA,4.966666666666667,10.85076,1613370.0315068993,NA,NA,NA,NA,NA,207.7,163,NA,NA,734,285.99999999999983,2.9823469508574174,0.6239442704291197,NA,0.21972891566265063,NA,0.21972891566265063,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.1139240506329112,1,5,3.956215257665517,3,106,0.8434615384615388,4,0,0,0,71,28.656936462271904,10,0,0,0,15,6.75,1,2,0.787543859649123,2,4.799676796127056,36.19448032192103,111,88,7.1833333333333345,29.553674229279494,0,0.4556962025316448,0,3.5514533529036116,0.1139240506329112,0,0.25,0,36.987007562612824,0.4556962025316448,3.5514533529036116,0,0.1139240506329112,0,0,0.25,0,0,0.05512820512820506,2.3205735930735942,3.5514533529036116,0.0714285714285714,0,0,0,0.33333333333333404,0,0,0.025,0,0.14400000000000002,0.1139240506329112,0,0.1,0,0.537543859649123,0,0.4556962025316448,0,0,0,0,0,0,0,6.75,0,0,26.4,0,0,0,0.25,0,0.0384615384615384,0,1.4768831168831176,0,0.0714285714285714,0,0,26.4,0.01666666666666666,0,0.537543859649123,0,0.16369047619047636,0,0,0,11.473406939401501,0,0.6800000000000004,0,0,0,0,0.01666666666666666,0,0,0,0,0,0.4885714285714287,0,0,0.0714285714285714,0.14285714285714302,0,0.0384615384615384,0,0,0,0,34.34278691983122,0,0,0,0,3.5514533529036116,0,0,0.6800000000000004,0,0.25,0.9359307359307365,0,0,0,0,0,0.052380952380952354,0,0,0.537543859649123,0,8.260407938722537,10.045556260090667,13.272242990455238,23.425373134328357,20.725602755074625,18.350746268656717,1.935031382063436,2.0820020850039227,2.4355556353380172
cardoso_DEC43,cardoso,mu1k1,1,1,7.56,0.19,c,1055,31,88,NA,33.52,NA,NA,5.4,-2.64996,642137.3259728953,NA,NA,NA,NA,NA,205.7,185.6,NA,NA,NA,NA,185.5,NA,NA,5,42.7788,4928403.976841971,NA,NA,NA,NA,NA,152.2,141.1,NA,NA,543,417.9999999999997,0.962009479175574,0.5072645152842892,NA,0.24992521855564684,NA,0.24992521855564684,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.2278481012658224,1,33,6.130740192046848,4,198,1.3325641025641033,2,14,1.6625,3,143,5.0884265028840625,12,0,0,0,14,6.3,1,3,1.0375438596491229,2,7.463304294610952,14.088470362533187,231,174,6.3,9.423023615187706,0,0.6265822784810116,0,4.70216876347542,0.2278481012658224,0,0.5,0,16.223023615187707,0.6265822784810116,4.70216876347542,0,0.2278481012658224,0,0,0.5,0,0,0.04999999999999996,5.375265469824297,4.031564495738122,1.428571428571428,1.6625,0,0,0,0,0,0,0,0.312,0.8984523690031203,0,0,0,0.537543859649123,0,0.6265822784810116,0,0,0,0.057142857142857204,0,0,0,6.3,0,0,0,0,0,0,0.5,0,0.0192307692307692,0,3.763717850776677,0,1.428571428571428,1.6625,0,0,0.03076923076923076,0,0.537543859649123,0,0.29821428571428604,0,0,0,12.225742000365111,0,1.3133333333333341,0,0,0,0,0.03076923076923076,0,0.0192307692307692,0,0,0,1.3028571428571434,0,0,1.428571428571428,0.28571428571428603,1.6625,0,0,0,0,0,8.206677504626988,0,0,0,0,4.031564495738122,0,0,1.3133333333333341,0,0.5,2.3978354978355,0,0,0.0058823529411764705,0,0,0.05714285714285711,0,0,0.537543859649123,0,9.944043640010117,10.465610852252555,13.270954932051296,23.97761194029851,20.863850390597015,18.440298507462686,2.38434419517556,2.1835293906760582,2.447203704261101
cardoso_DEC16,cardoso,mu0.8k2,0.8,2,6.05,0.39,c,1065,33,72,NA,14.35,NA,NA,5.7,-3.9474,529763.2939276386,NA,NA,NA,NA,NA,194.5,254.7,NA,NA,NA,NA,134.3,NA,NA,4.633333333333334,16.415879999999998,3491621.709977618,NA,NA,NA,NA,NA,146.2,197.2,NA,NA,584,549.9999999999999,-3.5244875359426997,0.4757869912645549,NA,0.2370424199850018,NA,0.2370424199850018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.5575577066269541,2,23,5.759380216540962,5,271,1.8250000000000006,2,22,2.6125,2,412,12.723519174917916,13,0,0,0,21,9.046843177189409,2,11,5.912982456140353,1,7.584380216540962,30.295844808247676,294,466,9,23.67767145341759,0,0.6265822784810116,0,4.4612849784457245,0.6254008438818561,0.0468431771894094,0,0.22666666666666702,32.677671453417595,0.6265822784810116,4.4612849784457245,0.0468431771894094,0.39873417721518917,0,0,0,0,0,0.047692307692307714,13.461244588744597,4.4612849784457245,1.071428571428571,2.6125,0,0,0,0,0,0.025,0,0.168,0.7842243732936212,0,0,0.0468431771894094,5.912982456140353,0,0.6265822784810116,0,0.0333333333333333,0,0,0,0,0,9,0,0.1866666666666666,0,0,0,0,0,0,0,0,10.424935064935072,0,1.071428571428571,2.6125,0,0,0.047692307692307714,0,5.912982456140353,0,1.2363095238095252,0,0,0,15.285091630220357,0,1.8000000000000007,0.0468431771894094,0,0,0,0.047692307692307714,0,0,0,0,0,2.3885714285714292,0,0,1.071428571428571,1.0571428571428583,2.6125,0,0,0.0468431771894094,0,0,11.002973318441299,0,0,0,0,4.4612849784457245,0,0,1.8000000000000007,0,0,7.750649350649357,0,0,0,0,0,0.2857142857142856,0,0,5.912982456140353,0,9.625512822559994,10.25267664515564,13.692439739434661,24.171641791044777,20.82276119358209,18.21641791044776,2.3266444800202852,2.1348903737709226,2.494272045071642
cardoso_DEC06,cardoso,mu0.2k2,0.2,2,1.51,0.39,c,700,27,80,NA,46.76,NA,NA,5.6,2.7438,1115713.6038779055,NA,NA,NA,NA,NA,250.5,201.6,NA,NA,NA,NA,226.7,NA,NA,5.3,54.56999999999999,5779235.933756057,NA,NA,NA,NA,NA,196.6,142.1,NA,NA,560,345.01845018450183,1.2469539711998934,0.9243796551776354,NA,0.25515427478376584,NA,0.25515427478376584,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,53,10.305714285714298,3,283,1.8866666666666676,1,41,4.775,3,347,25.554351892832912,17,0,0,0,46,19.28058510298548,3,6,2.937719298245615,2,12.192380952380965,52.547656294064005,336,440,18.9,35.29071796624429,0.24005557141725498,0.39873417721518917,0,0,9.520000000000014,0.1405295315682282,0.25,9.520000000000014,54.440717966244286,0.39873417721518917,0.24005557141725498,0.1405295315682282,0,0,0,0.25,0,0,0.22910256410256416,12.32746753246754,0,0.7857142857142853,4.775,0,0,0,0,0,0,0,0.7200000000000001,9.760055571417269,0,0,0.1405295315682282,2.687719298245615,0,0.39873417721518917,0,0,0,0.28571428571428603,0,0,0,18.9,0,0.2799999999999999,13.2,0,0,0.025,0.25,0,0,0,10.09246753246754,0,0.7857142857142853,4.75,0,13.2,0.22910256410256416,0,2.687719298245615,0,0.34833333333333366,0,0,0,30.34450403434674,0,1.8866666666666676,0.1405295315682282,0,0,0.025,0.22910256410256416,0,0,0,0,0,1.8457142857142863,0,0,0.7857142857142853,0.1285714285714287,4.75,0,0,0.1405295315682282,0,0,43.75283736768007,0,0,0,0,0,0.011428571428571439,0,1.8866666666666676,0,0.25,8.1943722943723,0,0,0,0,0,0.052380952380952354,0,0,2.687719298245615,0,9.625512822559994,10.25267664515564,13.692439739434661,24.171641791044777,20.82276119358209,18.21641791044776,2.3266444800202852,2.1348903737709226,2.494272045071642
cardoso_DEC24,cardoso,mu3k1,3,1,22.67,0.19,c,1e3,29,76,NA,45.54,NA,NA,5.1,-2.8804799999999995,529763.2939276386,NA,NA,NA,NA,NA,161.5,214.29999999999998,NA,NA,NA,NA,172.3,NA,NA,5.1,28.804799999999997,3636102.608321519,NA,NA,NA,NA,NA,124.2,146.1,NA,NA,365,141.42857142857167,1.3243779753389084,0.4873854829358072,NA,0.27460260131264724,NA,0.27460260131264724,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.1139240506329112,1,9,0.7380952380952381,2,176,1.191666666666667,2,1,0.11875,1,209,4.97758172629059,13,0,0,0,43,15.318431771894094,2,1,0.537543859649123,1,1.9297619047619052,20.952307357833806,185,254,15.016666666666667,7.283046773402041,0,0.1139240506329112,0,0,0.1139240506329112,0.46843177189409396,0,0,22.299713440068707,0.1139240506329112,0,0.46843177189409396,0.1139240506329112,0,0,0,0,0,0.07602564102564105,5.784393939393944,0,0.5714285714285712,0.11875,0,0,0.16666666666666702,0,0,0.025,0,0.048,0.1139240506329112,0,0,0.46843177189409396,0.537543859649123,0,0.1139240506329112,0,0,0,0.028571428571428602,0,0,0,14.85,0,0.0933333333333333,0,0,0,0,0,0,0,0,4.011774891774895,0,0.5714285714285712,0.11875,0,0,0.07602564102564105,0,0.537543859649123,0,0.6059523809523816,0,0,0,15.43941952983725,0,1.1666666666666672,0.46843177189409396,0,0,0,0.07602564102564105,0,0,0,0,0,0.16285714285714292,0,0,0.5714285714285712,0.41428571428571476,0.11875,0,0,0.46843177189409396,0,0,15.631086196503917,0,0,0,0,0,0,0,1.1666666666666672,0,0,3.682251082251085,0,0,0,0,0,0.1666666666666666,0,0,0.537543859649123,0,0,0,0,0,0,0,0,0,0
