predation,site,site_brom.id,functional_group,ord,family,total_biomass,mean_temp,sd_mean_temp
prey,argentina,argentina_2,scraper,Coleoptera,Scirtidae,2.3625,23.13837064676617,2.4318026242308886
prey,argentina,argentina_2,shredder,Diptera,Tipulidae,1.9000000000000001,23.13837064676617,2.4318026242308886
prey,argentina,argentina_20,filter.feeder,Diptera,Culicidae,0.24705882352941175,23.57773631840796,2.417799994643616
prey,argentina,argentina_20,gatherer,Diptera,Chironomidae,0.3888888888888889,23.57773631840796,2.417799994643616
prey,argentina,argentina_20,gatherer,Diptera,Stratiomyidae,2.9,23.57773631840796,2.417799994643616
prey,argentina,argentina_20,scraper,Coleoptera,Scirtidae,1.392857142857143,23.57773631840796,2.417799994643616
prey,argentina,argentina_20,shredder,Diptera,Tipulidae,0.6,23.57773631840796,2.417799994643616
predator,argentina,argentina_21,piercer,Diptera,Tabanidae,9.1,23.23165422885572,2.41938229732313
prey,argentina,argentina_21,filter.feeder,Diptera,Culicidae,0.8235294117647058,23.23165422885572,2.41938229732313
prey,argentina,argentina_21,gatherer,Diptera,Chironomidae,0.7736842105263158,23.23165422885572,2.41938229732313
prey,argentina,argentina_21,scraper,Coleoptera,Scirtidae,0.39999999999999997,23.23165422885572,2.41938229732313
prey,argentina,argentina_21,shredder,Diptera,Tipulidae,1,23.23165422885572,2.41938229732313
prey,argentina,argentina_22,filter.feeder,Diptera,Culicidae,0.24705882352941175,23.076181592039806,2.1590823460940345
prey,argentina,argentina_22,gatherer,Diptera,Chironomidae,0.07500000000000001,23.076181592039806,2.1590823460940345
prey,argentina,argentina_22,gatherer,Diptera,Psychodidae,0.2,23.076181592039806,2.1590823460940345
prey,argentina,argentina_22,gatherer,Diptera,Stratiomyidae,2.4,23.076181592039806,2.1590823460940345
prey,argentina,argentina_22,scraper,Coleoptera,Scirtidae,3.921739130434783,23.076181592039806,2.1590823460940345
prey,argentina,argentina_22,shredder,Diptera,Tipulidae,2.1999999999999997,23.076181592039806,2.1590823460940345
prey,argentina,argentina_23,gatherer,Diptera,Chironomidae,0.5,23.616915422885572,2.40366516142048
prey,argentina,argentina_23,gatherer,Diptera,Psychodidae,0.7071428571428572,23.616915422885572,2.40366516142048
prey,argentina,argentina_23,scraper,Coleoptera,Scirtidae,0.24225352112676055,23.616915422885572,2.40366516142048
prey,argentina,argentina_24,filter.feeder,Diptera,Culicidae,0.4117647058823529,22.643345771144272,2.3381379847977457
prey,argentina,argentina_24,gatherer,Diptera,Chironomidae,1.2571428571428573,22.643345771144272,2.3381379847977457
prey,argentina,argentina_24,scraper,Coleoptera,Scirtidae,5.264516129032258,22.643345771144272,2.3381379847977457
prey,argentina,argentina_24,shredder,Diptera,Tipulidae,1.2545454545454546,22.643345771144272,2.3381379847977457
predator,argentina,argentina_25,engulfer,NA,NA,0.22666666666666702,22.748445273631837,2.303793994628624
prey,argentina,argentina_25,filter.feeder,Diptera,Culicidae,0.4941176470588235,22.748445273631837,2.303793994628624
prey,argentina,argentina_25,gatherer,Diptera,Chironomidae,0.36153846153846153,22.748445273631837,2.303793994628624
prey,argentina,argentina_25,gatherer,Diptera,Psychodidae,0.2357142857142857,22.748445273631837,2.303793994628624
prey,argentina,argentina_25,scraper,Coleoptera,Scirtidae,3.2500000000000004,22.748445273631837,2.303793994628624
prey,argentina,argentina_25,shredder,Diptera,Tipulidae,0.3,22.748445273631837,2.303793994628624
predator,argentina,argentina_26,piercer,Diptera,Tabanidae,16.9,23.89023631840796,2.280985732841244
prey,argentina,argentina_26,gatherer,Diptera,Chironomidae,0.611111111111111,23.89023631840796,2.280985732841244
prey,argentina,argentina_26,scraper,Coleoptera,Scirtidae,0.9409090909090909,23.89023631840796,2.280985732841244
prey,argentina,argentina_26,shredder,Diptera,Tipulidae,1.4,23.89023631840796,2.280985732841244
predator,argentina,argentina_27,piercer,Diptera,Tabanidae,12,23.310634328358205,2.3040520780389246
prey,argentina,argentina_27,filter.feeder,Diptera,Culicidae,0.2444444444444445,23.310634328358205,2.3040520780389246
prey,argentina,argentina_27,gatherer,Diptera,Chironomidae,0.8049999999999999,23.310634328358205,2.3040520780389246
prey,argentina,argentina_27,gatherer,Diptera,Psychodidae,0.7071428571428572,23.310634328358205,2.3040520780389246
prey,argentina,argentina_27,scraper,Coleoptera,Scirtidae,0.24225352112676055,23.310634328358205,2.3040520780389246
prey,argentina,argentina_27,shredder,Diptera,Tipulidae,0.3,23.310634328358205,2.3040520780389246
predator,argentina,argentina_28,piercer,Diptera,Tabanidae,13.899999999999999,23.018034825870647,2.2895533630610405
prey,argentina,argentina_28,filter.feeder,Diptera,Culicidae,0.5764705882352941,23.018034825870647,2.2895533630610405
prey,argentina,argentina_28,gatherer,Diptera,Chironomidae,0.6666666666666666,23.018034825870647,2.2895533630610405
prey,argentina,argentina_28,gatherer,Diptera,Psychodidae,0.4714285714285714,23.018034825870647,2.2895533630610405
prey,argentina,argentina_28,scraper,Coleoptera,Scirtidae,0.8125,23.018034825870647,2.2895533630610405
prey,argentina,argentina_29,filter.feeder,Diptera,Culicidae,0.08235294117647059,24.097636815920396,2.3364348776817274
prey,argentina,argentina_29,gatherer,Diptera,Chironomidae,0.6666666666666667,24.097636815920396,2.3364348776817274
prey,argentina,argentina_29,scraper,Coleoptera,Scirtidae,0.8,24.097636815920396,2.3364348776817274
predator,argentina,argentina_3,piercer,Diptera,Tabanidae,3,23.15640547263682,2.6094450877558892
prey,argentina,argentina_3,gatherer,Diptera,Psychodidae,0.2357142857142857,23.15640547263682,2.6094450877558892
prey,argentina,argentina_3,scraper,Coleoptera,Scirtidae,0.5764705882352941,23.15640547263682,2.6094450877558892
prey,argentina,argentina_3,shredder,Diptera,Tipulidae,1.2545454545454546,23.15640547263682,2.6094450877558892
predator,argentina,argentina_30,piercer,Diptera,Tabanidae,46.800000000000004,23.851057213930346,2.42136770029402
prey,argentina,argentina_30,gatherer,Diptera,Chironomidae,0.3888888888888889,23.851057213930346,2.42136770029402
prey,argentina,argentina_30,scraper,Coleoptera,Scirtidae,1.4999999999999998,23.851057213930346,2.42136770029402
prey,argentina,argentina_4,gatherer,Diptera,Chironomidae,0.7,23.57587064676617,2.508512709754675
prey,argentina,argentina_4,gatherer,Diptera,Psychodidae,1.1785714285714286,23.57587064676617,2.508512709754675
prey,argentina,argentina_4,gatherer,Diptera,Syrphidae,6.2,23.57587064676617,2.508512709754675
prey,argentina,argentina_4,shredder,Diptera,Tipulidae,2.5090909090909093,23.57587064676617,2.508512709754675
predator,argentina,argentina_5,engulfer,Coleoptera,NA,2.2,23.56747512437811,2.3513075109726405
prey,argentina,argentina_5,filter.feeder,Diptera,Culicidae,0.4941176470588235,23.56747512437811,2.3513075109726405
prey,argentina,argentina_5,gatherer,Diptera,Chironomidae,0.7777777777777778,23.56747512437811,2.3513075109726405
prey,argentina,argentina_5,gatherer,Diptera,Psychodidae,0.2357142857142857,23.56747512437811,2.3513075109726405
prey,argentina,argentina_5,scraper,Coleoptera,Scirtidae,9.81818181818182,23.56747512437811,2.3513075109726405
predator,argentina,argentina_6,engulfer,Coleoptera,NA,4.4,22.481965174129353,2.2510720869968437
predator,argentina,argentina_6,piercer,Diptera,Tabanidae,12.4,22.481965174129353,2.2510720869968437
prey,argentina,argentina_6,gatherer,Diptera,Chironomidae,0.36250000000000004,22.481965174129353,2.2510720869968437
prey,argentina,argentina_6,gatherer,Diptera,Psychodidae,0.2,22.481965174129353,2.2510720869968437
prey,argentina,argentina_6,scraper,Coleoptera,Scirtidae,0.36338028169014086,22.481965174129353,2.2510720869968437
prey,argentina,argentina_6,shredder,Diptera,Tipulidae,1.1,22.481965174129353,2.2510720869968437
predator,argentina,argentina_7,engulfer,Coleoptera,NA,2.2,23.211753731343286,2.4022684685343463
prey,argentina,argentina_7,filter.feeder,Diptera,Culicidae,0.24705882352941175,23.211753731343286,2.4022684685343463
prey,argentina,argentina_7,gatherer,Diptera,Chironomidae,1.0999999999999999,23.211753731343286,2.4022684685343463
prey,argentina,argentina_7,gatherer,Diptera,Psychodidae,0.4,23.211753731343286,2.4022684685343463
prey,argentina,argentina_7,gatherer,Diptera,Stratiomyidae,5.5,23.211753731343286,2.4022684685343463
prey,argentina,argentina_7,scraper,Coleoptera,Scirtidae,3.2399999999999998,23.211753731343286,2.4022684685343463
prey,argentina,argentina_7,shredder,Diptera,Tipulidae,5.0181818181818185,23.211753731343286,2.4022684685343463
predator,argentina,argentina_8,piercer,Diptera,Tabanidae,14.3,24.347014925373134,2.4699199222510764
prey,argentina,argentina_8,scraper,Coleoptera,Scirtidae,4.8,24.347014925373134,2.4699199222510764
prey,argentina,argentina_8,shredder,Diptera,Tipulidae,0.9,24.347014925373134,2.4699199222510764
prey,argentina,argentina_9,gatherer,Diptera,Chironomidae,0.9444444444444445,23.556592039800993,2.519217504220713
prey,argentina,argentina_9,gatherer,Diptera,Psychodidae,0.4714285714285714,23.556592039800993,2.519217504220713
prey,argentina,argentina_9,scraper,Coleoptera,Scirtidae,0.7411764705882352,23.556592039800993,2.519217504220713
predator,cardoso,cardoso_DEC03,engulfer,Diptera,Corethrellidae,0.8571428571428568,21.00734309238806,2.1066529126563105
predator,cardoso,cardoso_DEC03,engulfer,Odonata,Coenagrionidae,3.4546379423888904,21.00734309238806,2.1066529126563105
predator,cardoso,cardoso_DEC03,engulfer,NA,NA,6.80000000000001,21.00734309238806,2.1066529126563105
predator,cardoso,cardoso_DEC03,piercer,Diptera,Ceratopogonidae,0.0192307692307692,21.00734309238806,2.1066529126563105
predator,cardoso,cardoso_DEC03,piercer,Diptera,Chironomidae,0.9800000000000004,21.00734309238806,2.1066529126563105
predator,cardoso,cardoso_DEC03,piercer,Diptera,Empididae,0.025,21.00734309238806,2.1066529126563105
prey,cardoso,cardoso_DEC03,filter.feeder,Diptera,Culicidae,2.4551470588235302,21.00734309238806,2.1066529126563105
prey,cardoso,cardoso_DEC03,gatherer,Diptera,Ceratopogonidae,0.09910256410256411,21.00734309238806,2.1066529126563105
prey,cardoso,cardoso_DEC03,gatherer,Diptera,Chironomidae,6.642808759867588,21.00734309238806,2.1066529126563105
prey,cardoso,cardoso_DEC03,gatherer,Diptera,Ephydridae,0.264,21.00734309238806,2.1066529126563105
prey,cardoso,cardoso_DEC03,gatherer,Diptera,Sciaridae,0.11,21.00734309238806,2.1066529126563105
prey,cardoso,cardoso_DEC03,gatherer,Diptera,Stratiomyidae,0.0933333333333333,21.00734309238806,2.1066529126563105
prey,cardoso,cardoso_DEC03,gatherer,Haplotaxida,Naididae,1.2531645569620231,21.00734309238806,2.1066529126563105
prey,cardoso,cardoso_DEC03,scraper,Coleoptera,Scirtidae,13.049999999999999,21.00734309238806,2.1066529126563105
prey,cardoso,cardoso_DEC03,scraper,Podocopida,Limnocytheridae,0.0468431771894094,21.00734309238806,2.1066529126563105
prey,cardoso,cardoso_DEC03,shredder,Diptera,Limoniidae,3.225263157894738,21.00734309238806,2.1066529126563105
prey,cardoso,cardoso_DEC03,shredder,Trichoptera,Calamoceratidae,0.25,21.00734309238806,2.1066529126563105
NA,cardoso,cardoso_DEC03,NA,NA,NA,0.17088607594936678,21.00734309238806,2.1066529126563105
predator,cardoso,cardoso_DEC06,engulfer,Diptera,Corethrellidae,0.7857142857142853,20.82276119358209,2.1348903737709226
predator,cardoso,cardoso_DEC06,engulfer,NA,NA,9.520000000000014,20.82276119358209,2.1348903737709226
predator,cardoso,cardoso_DEC06,piercer,Diptera,Chironomidae,1.8866666666666676,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,filter.feeder,Diptera,Culicidae,4.775,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,gatherer,Diptera,Ceratopogonidae,0.22910256410256416,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,gatherer,Diptera,Chironomidae,10.440800865800872,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,gatherer,Diptera,Ephydridae,0.7200000000000001,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,gatherer,Diptera,Psychodidae,0.28571428571428603,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,gatherer,Diptera,Stratiomyidae,0.2799999999999999,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,gatherer,Diptera,Syrphidae,13.2,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,gatherer,Haplotaxida,Naididae,0.39873417721518917,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,scraper,Coleoptera,Scirtidae,18.9,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,scraper,Ephemeroptera,NA,0.24005557141725498,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,scraper,Podocopida,Limnocytheridae,0.1405295315682282,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,shredder,Diptera,Limoniidae,2.687719298245615,20.82276119358209,2.1348903737709226
prey,cardoso,cardoso_DEC06,shredder,Trichoptera,Calamoceratidae,0.25,20.82276119358209,2.1348903737709226
predator,cardoso,cardoso_DEC07,engulfer,Diptera,Corethrellidae,1.9999999999999991,NA,NA
predator,cardoso,cardoso_DEC07,engulfer,Odonata,Coenagrionidae,3.5514533529036116,NA,NA
predator,cardoso,cardoso_DEC07,engulfer,Odonata,NA,0.0745115853041442,NA,NA
predator,cardoso,cardoso_DEC07,piercer,Diptera,Ceratopogonidae,0.1346153846153844,NA,NA
predator,cardoso,cardoso_DEC07,piercer,Diptera,Chironomidae,1.3600000000000008,NA,NA
predator,cardoso,cardoso_DEC07,piercer,Diptera,Empididae,0.025,NA,NA
predator,cardoso,cardoso_DEC07,piercer,Diptera,Tabanidae,14.3,NA,NA
prey,cardoso,cardoso_DEC07,filter.feeder,Diptera,Culicidae,4.19779411764706,NA,NA
prey,cardoso,cardoso_DEC07,gatherer,Diptera,Ceratopogonidae,0.00769230769230769,NA,NA
prey,cardoso,cardoso_DEC07,gatherer,Diptera,Chironomidae,5.633928571428574,NA,NA
prey,cardoso,cardoso_DEC07,gatherer,Diptera,Ephydridae,0.2253333333333333,NA,NA
prey,cardoso,cardoso_DEC07,gatherer,Diptera,Psychodidae,0.057142857142857204,NA,NA
prey,cardoso,cardoso_DEC07,gatherer,Haplotaxida,Naididae,0.7974683544303783,NA,NA
prey,cardoso,cardoso_DEC07,scraper,Coleoptera,Scirtidae,6.750000000000001,NA,NA
prey,cardoso,cardoso_DEC07,shredder,Diptera,Limoniidae,3.762807017543861,NA,NA
prey,cardoso,cardoso_DEC07,shredder,Trichoptera,Calamoceratidae,0.25,NA,NA
NA,cardoso,cardoso_DEC07,NA,NA,NA,0.0569620253164556,NA,NA
predator,cardoso,cardoso_DEC08,engulfer,Coleoptera,Dytiscidae,0.16666666666666702,20.571349980895523,2.1246918907846153
predator,cardoso,cardoso_DEC08,engulfer,Diptera,Corethrellidae,1.0714285714285707,20.571349980895523,2.1246918907846153
predator,cardoso,cardoso_DEC08,engulfer,Odonata,Coenagrionidae,3.7915089243208673,20.571349980895523,2.1246918907846153
predator,cardoso,cardoso_DEC08,piercer,Coleoptera,Lampyridae,0.1,20.571349980895523,2.1246918907846153
predator,cardoso,cardoso_DEC08,piercer,Diptera,Ceratopogonidae,0.0769230769230768,20.571349980895523,2.1246918907846153
predator,cardoso,cardoso_DEC08,piercer,Diptera,Chironomidae,0.5666666666666669,20.571349980895523,2.1246918907846153
predator,cardoso,cardoso_DEC08,piercer,Diptera,Empididae,0.175,20.571349980895523,2.1246918907846153
prey,cardoso,cardoso_DEC08,filter.feeder,Diptera,Culicidae,2.3363970588235303,20.571349980895523,2.1246918907846153
prey,cardoso,cardoso_DEC08,gatherer,Diptera,Ceratopogonidae,0.02499999999999999,20.571349980895523,2.1246918907846153
prey,cardoso,cardoso_DEC08,gatherer,Diptera,Chironomidae,2.9773764960529694,20.571349980895523,2.1246918907846153
prey,cardoso,cardoso_DEC08,gatherer,Diptera,Ephydridae,0.1293333333333333,20.571349980895523,2.1246918907846153
prey,cardoso,cardoso_DEC08,gatherer,Haplotaxida,Naididae,0.6265822784810116,20.571349980895523,2.1246918907846153
prey,cardoso,cardoso_DEC08,scraper,Coleoptera,Scirtidae,23.85,20.571349980895523,2.1246918907846153
prey,cardoso,cardoso_DEC08,scraper,Podocopida,Limnocytheridae,0.0468431771894094,20.571349980895523,2.1246918907846153
prey,cardoso,cardoso_DEC08,shredder,Diptera,Limoniidae,3.225263157894738,20.571349980895523,2.1246918907846153
prey,cardoso,cardoso_DEC08,shredder,Diptera,Tipulidae,2.687719298245615,20.571349980895523,2.1246918907846153
NA,cardoso,cardoso_DEC08,NA,NA,NA,0.39873417721518917,20.571349980895523,2.1246918907846153
predator,cardoso,cardoso_DEC12,engulfer,Coleoptera,Dytiscidae,0.33333333333333404,21.170804630447762,2.0768941705713146
predator,cardoso,cardoso_DEC12,engulfer,Diptera,Corethrellidae,0.5714285714285712,21.170804630447762,2.0768941705713146
predator,cardoso,cardoso_DEC12,engulfer,NA,NA,0.45333333333333403,21.170804630447762,2.0768941705713146
predator,cardoso,cardoso_DEC12,piercer,Diptera,Ceratopogonidae,0.0384615384615384,21.170804630447762,2.0768941705713146
predator,cardoso,cardoso_DEC12,piercer,Diptera,Chironomidae,1.3866666666666674,21.170804630447762,2.0768941705713146
predator,cardoso,cardoso_DEC12,piercer,Diptera,Empididae,0.07500000000000001,21.170804630447762,2.0768941705713146
prey,cardoso,cardoso_DEC12,filter.feeder,Diptera,Culicidae,0.475,21.170804630447762,2.0768941705713146
prey,cardoso,cardoso_DEC12,gatherer,Diptera,Ceratopogonidae,0.1284615384615385,21.170804630447762,2.0768941705713146
prey,cardoso,cardoso_DEC12,gatherer,Diptera,Chironomidae,5.204231601731606,21.170804630447762,2.0768941705713146
prey,cardoso,cardoso_DEC12,gatherer,Diptera,Ephydridae,0.7200000000000001,21.170804630447762,2.0768941705713146
prey,cardoso,cardoso_DEC12,gatherer,Haplotaxida,Naididae,0.2278481012658224,21.170804630447762,2.0768941705713146
prey,cardoso,cardoso_DEC12,scraper,Coleoptera,Scirtidae,35.550000000000004,21.170804630447762,2.0768941705713146
prey,cardoso,cardoso_DEC12,scraper,Podocopida,Limnocytheridae,4.028513238289208,21.170804630447762,2.0768941705713146
prey,cardoso,cardoso_DEC12,shredder,Diptera,Limoniidae,0.537543859649123,21.170804630447762,2.0768941705713146
prey,cardoso,cardoso_DEC12,shredder,Trichoptera,Calamoceratidae,0.25,21.170804630447762,2.0768941705713146
NA,cardoso,cardoso_DEC12,NA,NA,NA,0.0569620253164556,21.170804630447762,2.0768941705713146
predator,cardoso,cardoso_DEC13,engulfer,Coleoptera,Dytiscidae,0.025,20.808481630149252,2.1411450696074663
predator,cardoso,cardoso_DEC13,engulfer,Diptera,Corethrellidae,0.357142857142857,20.808481630149252,2.1411450696074663
predator,cardoso,cardoso_DEC13,engulfer,Odonata,Coenagrionidae,3.3113977814863564,20.808481630149252,2.1411450696074663
predator,cardoso,cardoso_DEC13,piercer,Diptera,Ceratopogonidae,0.11538461538461521,20.808481630149252,2.1411450696074663
predator,cardoso,cardoso_DEC13,piercer,Diptera,Chironomidae,0.39333333333333353,20.808481630149252,2.1411450696074663
predator,cardoso,cardoso_DEC13,piercer,Diptera,Empididae,0.125,20.808481630149252,2.1411450696074663
predator,cardoso,cardoso_DEC13,piercer,Diptera,Tabanidae,14.3,20.808481630149252,2.1411450696074663
prey,cardoso,cardoso_DEC13,filter.feeder,Diptera,Culicidae,1.03014705882353,20.808481630149252,2.1411450696074663
prey,cardoso,cardoso_DEC13,gatherer,Diptera,Ceratopogonidae,0.00833333333333333,20.808481630149252,2.1411450696074663
prey,cardoso,cardoso_DEC13,gatherer,Diptera,Chironomidae,4.4589362108479795,20.808481630149252,2.1411450696074663
prey,cardoso,cardoso_DEC13,gatherer,Diptera,Ephydridae,0.048,20.808481630149252,2.1411450696074663
prey,cardoso,cardoso_DEC13,gatherer,Diptera,Psychodidae,0.028571428571428602,20.808481630149252,2.1411450696074663
prey,cardoso,cardoso_DEC13,gatherer,Haplotaxida,Naididae,0.569620253164556,20.808481630149252,2.1411450696074663
prey,cardoso,cardoso_DEC13,scraper,Coleoptera,Scirtidae,18.45,20.808481630149252,2.1411450696074663
prey,cardoso,cardoso_DEC13,scraper,Podocopida,Limnocytheridae,0.1873727087576376,20.808481630149252,2.1411450696074663
prey,cardoso,cardoso_DEC13,shredder,Diptera,Limoniidae,4.300350877192984,20.808481630149252,2.1411450696074663
prey,cardoso,cardoso_DEC13,shredder,Diptera,Tipulidae,0.537543859649123,20.808481630149252,2.1411450696074663
prey,cardoso,cardoso_DEC13,shredder,Trichoptera,Calamoceratidae,0.25,20.808481630149252,2.1411450696074663
predator,cardoso,cardoso_DEC15,engulfer,Coleoptera,Dytiscidae,0.33333333333333404,20.725602755074625,2.0820020850039227
predator,cardoso,cardoso_DEC15,engulfer,Diptera,Corethrellidae,0.0714285714285714,20.725602755074625,2.0820020850039227
predator,cardoso,cardoso_DEC15,engulfer,Odonata,Coenagrionidae,3.5514533529036116,20.725602755074625,2.0820020850039227
predator,cardoso,cardoso_DEC15,piercer,Coleoptera,Lampyridae,0.1,20.725602755074625,2.0820020850039227
predator,cardoso,cardoso_DEC15,piercer,Diptera,Ceratopogonidae,0.0384615384615384,20.725602755074625,2.0820020850039227
predator,cardoso,cardoso_DEC15,piercer,Diptera,Chironomidae,0.6800000000000004,20.725602755074625,2.0820020850039227
predator,cardoso,cardoso_DEC15,piercer,Diptera,Empididae,0.025,20.725602755074625,2.0820020850039227
prey,cardoso,cardoso_DEC15,gatherer,Diptera,Ceratopogonidae,0.01666666666666666,20.725602755074625,2.0820020850039227
prey,cardoso,cardoso_DEC15,gatherer,Diptera,Chironomidae,1.640573593073594,20.725602755074625,2.0820020850039227
prey,cardoso,cardoso_DEC15,gatherer,Diptera,Ephydridae,0.14400000000000002,20.725602755074625,2.0820020850039227
prey,cardoso,cardoso_DEC15,gatherer,Diptera,Syrphidae,26.4,20.725602755074625,2.0820020850039227
prey,cardoso,cardoso_DEC15,gatherer,Haplotaxida,Naididae,0.4556962025316448,20.725602755074625,2.0820020850039227
prey,cardoso,cardoso_DEC15,scraper,Coleoptera,Scirtidae,6.75,20.725602755074625,2.0820020850039227
